Z(km) N2 CO2 CO O O2 N H NO H2 H2O
475 80.93656619 0 12.33319104 60437.20826 9.091055287 373.0064495 106779.7612 0.790998894 35381.81258 0.790998894
476 77.34945025 0 11.7865829 58891.73783 8.632055997 364.6469365 106607.0237 0.753497957 35153.41906 0.753497957
477 73.92131562 0 11.26420048 57385.7874 8.196231172 356.47477 106434.5657 0.717774925 34926.49985 0.717774925
478 70.64511622 0 10.76497009 55918.3464 7.782410755 348.4857513 106262.3866 0.683745507 34701.04543 0.683745507
479 67.51411828 0 10.28786564 54488.43007 7.389483762 340.6757759 106090.486 0.65132941 34477.04635 0.65132941
480 64.52188645 0 9.831906507 53095.07885 7.016395303 333.0408313 105918.8636 0.620450147 34254.4932 0.620450147
481 61.66227061 0 9.396155521 51737.35773 6.662143749 325.5769947 105747.5188 0.591034858 34033.37665 0.591034858
482 58.9293932 0 8.979717058 50414.35558 6.32577804 318.2804315 105576.4511 0.563014135 33813.68744 0.563014135
483 56.31763716 0 8.581735186 49125.18458 6.006395137 311.1473928 105405.6602 0.536321863 33595.41635 0.536321863
484 53.82163438 0 8.201391906 47868.97963 5.703137592 304.174214 105235.1456 0.510895062 33378.55422 0.510895062
485 51.43625468 0 7.837905475 46644.89773 5.415191251 297.3573122 105064.9068 0.486673734 33163.09196 0.486673734
486 49.15659522 0 7.490528795 45452.11745 5.141783064 290.6931853 104894.9435 0.46360073 32949.02053 0.46360073
487 46.97797047 0 7.158547881 44289.83836 4.882179013 284.1784093 104725.255 0.441621607 32736.33096 0.441621607
488 44.89590257 0 6.841280392 43157.2805 4.63568214 277.809637 104555.8411 0.420684506 32525.01432 0.420684506
489 42.90611211 0 6.538074226 42053.68384 4.401630674 271.5835964 104386.7012 0.400740025 32315.06176 0.400740025
490 41.00450934 0 6.248306185 40978.30781 4.179396259 265.4970888 104217.835 0.381741103 32106.46446 0.381741103
491 39.18718577 0 5.971380689 39930.43077 3.968382262 259.5469869 104049.2419 0.363642912 31899.21368 0.363642912
492 37.45040615 0 5.706728557 38909.34952 3.768022173 253.7302338 103880.9216 0.346402749 31693.30072 0.346402749
493 35.79060077 0 5.453805831 37914.37886 3.577778087 248.0438409 103712.8735 0.329979935 31488.71696 0.329979935
494 34.2043581 0 5.212092663 36944.85109 3.397139256 242.4848869 103545.0973 0.314335721 31285.45381 0.314335721
495 32.68841786 0 4.981092245 36000.11561 3.225620718 237.0505155 103377.5925 0.299433192 31083.50274 0.299433192
496 31.23966422 0 4.760329786 35079.53844 3.062761999 231.7379347 103210.3587 0.285237186 30882.8553 0.285237186
497 29.85511948 0 4.549351539 34182.50182 2.908125871 226.5444152 103043.3955 0.271714206 30683.50305 0.271714206
498 28.53193788 0 4.347723867 33308.40377 2.761297184 221.4672885 102876.7023 0.258832346 30485.43764 0.258832346
499 27.26739981 0 4.155032352 32456.65772 2.621881747 216.5039462 102710.2788 0.24656121 30288.65077 0.24656121
500 26.05890619 0 3.970880943 31626.69211 2.489505271 211.6518382 102544.1245 0.234871843 30093.13418 0.234871843
